,YEAR,EQ_PRIMARY,DEATHS,FOCAL_DEPTH,REGION_CODE,INJURIES,COUNTRY,REGION_CODE
4383,1980,6.4,1.0,14.0,130.0,,GREECE,130.0
4385,1980,4.0,1.0,10.0,130.0,,GREECE,130.0
4387,1980,5.4,1.0,62.0,140.0,,IRAN,140.0
4389,1980,6.5,200.0,18.0,60.0,,NEPAL,60.0
4390,1980,6.4,2.0,22.0,100.0,,HONDURAS,100.0
4391,1980,5.6,8.0,55.0,160.0,100.0,ECUADOR,160.0
4392,1980,4.9,15.0,25.0,60.0,40.0,INDIA,60.0
4394,1980,6.0,2.0,73.0,30.0,73.0,JAPAN,30.0
4396,1980,7.7,5000.0,10.0,15.0,9000.0,ALGERIA,15.0
4397,1980,6.4,300.0,72.0,150.0,,MEXICO,150.0
4398,1980,7.2,5.0,19.0,150.0,,USA,150.0
4399,1980,4.9,7.0,71.0,160.0,,PERU,160.0
4400,1980,6.9,4689.0,20.0,130.0,7700.0,ITALY,130.0
4402,1980,5.8,26.0,33.0,140.0,,IRAN,140.0
4403,1980,5.2,3.0,41.0,140.0,139.0,IRAN,140.0
4405,1981,6.7,305.0,33.0,170.0,,INDONESIA,170.0
4406,1981,6.8,150.0,33.0,30.0,489.0,CHINA,30.0
4407,1981,4.6,12.0,10.0,130.0,,ITALY,130.0
4408,1981,6.7,22.0,33.0,130.0,400.0,GREECE,130.0
4409,1981,6.4,1.0,29.0,130.0,9.0,GREECE,130.0
4410,1981,5.6,2.0,31.0,130.0,,GREECE,130.0
4411,1981,4.8,8.0,38.0,160.0,15.0,PERU,160.0
4414,1981,6.7,3000.0,33.0,140.0,,IRAN,140.0
4415,1981,5.2,10.0,24.0,160.0,,PERU,160.0
4416,1981,7.1,3000.0,33.0,140.0,1000.0,IRAN,140.0
4419,1981,5.9,220.0,33.0,60.0,2500.0,PAKISTAN,60.0
4420,1981,7.5,1.0,33.0,160.0,,CHILE,160.0
4421,1981,5.4,15.0,54.0,160.0,,COLOMBIA,160.0
4422,1981,7.3,9.0,33.0,150.0,,MEXICO,150.0
4424,1981,4.0,6.0,33.0,60.0,12.0,PAKISTAN,60.0
4433,1982,6.7,110.0,44.0,30.0,,JAPAN,30.0
4434,1982,3.5,10.0,9.0,150.0,200.0,MEXICO,150.0
4435,1982,6.1,3.0,95.0,160.0,,PERU,160.0
4437,1982,7.0,9.0,34.0,150.0,,MEXICO,150.0
4438,1982,5.5,10.0,10.0,30.0,5.0,CHINA,30.0
4439,1982,6.2,43.0,82.0,100.0,,EL SALVADOR,100.0
4443,1982,5.1,3.0,12.0,100.0,2.0,HONDURAS,100.0
4445,1982,5.5,1.0,21.0,130.0,12.0,MACEDONIA,130.0
4446,1982,6.0,2800.0,5.0,60.0,1500.0,YEMEN,60.0
4447,1982,6.6,500.0,36.0,40.0,3000.0,AFGHANISTAN,40.0
4449,1982,5.9,13.0,33.0,60.0,390.0,INDONESIA,60.0
4454,1983,4.7,12.0,24.0,130.0,,MACEDONIA,130.0
4459,1983,4.9,30.0,33.0,140.0,61.0,IRAN,140.0
4460,1983,4.9,350.0,22.0,160.0,1200.0,COLOMBIA,160.0
4462,1983,7.3,6.0,37.0,100.0,,COSTA RICA,100.0
4465,1983,6.5,10.0,104.0,160.0,,PERU,160.0
4468,1983,7.7,4.0,24.0,30.0,324.0,JAPAN,30.0
4471,1983,6.2,2.0,33.0,100.0,60.0,COSTA RICA,100.0
4472,1983,6.1,5.0,10.0,140.0,26.0,TURKEY,140.0
4474,1983,5.0,3.0,41.0,140.0,41.0,IRAN,140.0
4477,1983,5.3,1.0,25.0,30.0,28.0,JAPAN,30.0
4479,1983,6.5,16.0,29.0,170.0,47.0,PHILIPPINES,170.0
4482,1983,7.3,5.0,15.0,160.0,12.0,CHILE,160.0
4484,1983,6.1,2.0,33.0,170.0,4.0,INDONESIA,170.0
4485,1983,7.3,2.0,14.0,150.0,2.0,USA,150.0
4486,1983,6.9,1342.0,12.0,140.0,1142.0,TURKEY,140.0
4488,1983,5.3,34.0,19.0,30.0,2200.0,CHINA,30.0
4489,1983,5.0,2.0,10.0,120.0,30.0,BELGIUM,120.0
4493,1983,6.4,10.0,26.0,170.0,,PAPUA NEW GUINEA,170.0
4494,1983,6.2,443.0,11.0,10.0,1436.0,GUINEA,10.0
4495,1983,7.2,26.0,215.0,40.0,483.0,AFGHANISTAN,40.0
4496,1984,6.6,2.0,33.0,170.0,89.0,INDONESIA,170.0
4497,1984,5.8,1.0,33.0,40.0,35.0,AFGHANISTAN,40.0
4500,1984,6.1,4.0,208.0,60.0,13.0,PAKISTAN,60.0
4505,1984,5.3,3.0,12.0,130.0,200.0,ITALY,130.0
4506,1984,5.8,3.0,10.0,130.0,100.0,ITALY,130.0
4507,1984,5.2,3.0,14.0,130.0,63.0,ITALY,130.0
4508,1984,5.1,1.0,30.0,130.0,,BOSNIA-HERZEGOVINA,130.0
4510,1984,6.7,5.0,24.0,90.0,,DOMINICAN REPUBLIC,90.0
4512,1984,6.7,20.0,46.0,30.0,,JAPAN,30.0
4515,1984,6.1,29.0,10.0,30.0,,JAPAN,30.0
4516,1984,6.4,3.0,10.0,140.0,38.0,TURKEY,140.0
4519,1984,5.3,3.0,60.0,140.0,35.0,TURKEY,140.0
4523,1984,5.6,20.0,23.0,60.0,100.0,INDIA,60.0
4524,1985,6.9,6.0,5.0,160.0,238.0,ARGENTINA,160.0
4525,1985,5.3,1.0,37.0,140.0,80.0,IRAN,140.0
4526,1985,8.0,180.0,40.0,160.0,2575.0,CHILE,160.0
4528,1985,6.6,1.0,33.0,160.0,,CHILE,160.0
4529,1985,6.5,2.0,33.0,170.0,25.0,PHILIPPINES,170.0
4530,1985,7.5,2.0,38.0,160.0,,CHILE,160.0
4532,1985,5.8,23.0,5.0,30.0,300.0,CHINA,30.0
4533,1985,6.1,6.0,33.0,170.0,11.0,PHILIPPINES,170.0
4535,1985,7.1,1.0,27.0,170.0,,PAPUA NEW GUINEA,170.0
4537,1985,6.6,5.0,99.0,40.0,38.0,AFGHANISTAN,40.0
4539,1985,7.5,71.0,7.0,40.0,162.0,CHINA,40.0
4540,1985,6.3,10.0,10.0,170.0,7.0,INDONESIA,170.0
4541,1985,8.1,9500.0,28.0,150.0,30000.0,MEXICO,150.0
4546,1985,5.9,29.0,16.0,40.0,80.0,TAJIKISTAN,40.0
4547,1985,5.9,6.0,10.0,15.0,,ALGERIA,15.0
4553,1985,4.3,1.0,10.0,130.0,14.0,ITALY,130.0
4554,1986,5.3,1.0,39.0,160.0,,PERU,160.0
4557,1986,4.6,16.0,51.0,160.0,170.0,PERU,160.0
4558,1986,5.3,6.0,33.0,60.0,30.0,INDIA,60.0
4559,1986,5.9,15.0,10.0,140.0,100.0,TURKEY,140.0
4561,1986,5.7,2.0,10.0,40.0,,GEORGIA,40.0
4564,1986,6.4,1.0,19.0,30.0,5.0,TAIWAN,30.0
4565,1986,6.2,2.0,19.0,160.0,45.0,VENEZUELA,160.0
4568,1986,5.6,1.0,10.0,140.0,4.0,IRAN,140.0
4570,1986,4.9,1.0,7.0,160.0,,VENEZUELA,160.0
4573,1986,6.9,2.0,132.0,110.0,558.0,ROMANIA,110.0
4574,1986,5.8,20.0,11.0,130.0,300.0,GREECE,130.0
4577,1986,5.4,1100.0,7.0,100.0,10000.0,EL SALVADOR,100.0
4581,1986,7.8,15.0,34.0,30.0,44.0,TAIWAN,30.0
4583,1986,4.8,1.0,5.0,160.0,,BRAZIL,160.0
4584,1986,5.6,3.0,21.0,110.0,60.0,BULGARIA,110.0
4589,1987,4.3,1.0,10.0,15.0,7.0,ALGERIA,15.0
4591,1987,7.6,3.0,55.0,170.0,,PAPUA NEW GUINEA,170.0
4592,1987,6.6,1.0,19.0,170.0,25.0,NEW ZEALAND,170.0
4593,1987,7.3,1.0,62.0,160.0,,CHILE,160.0
4594,1987,7.2,5000.0,10.0,160.0,,ECUADOR,160.0
4595,1987,6.7,2.0,54.0,30.0,5.0,JAPAN,30.0
4598,1987,6.6,2.0,11.0,60.0,22.0,INDONESIA,60.0
4599,1987,5.2,1.0,32.0,170.0,2.0,PHILIPPINES,170.0
4600,1987,4.6,2.0,41.0,140.0,50.0,IRAN,140.0
4604,1987,6.9,5.0,70.0,160.0,112.0,CHILE,160.0
4605,1987,6.4,1.0,37.0,160.0,1.0,PERU,160.0
4608,1987,6.2,2.0,10.0,160.0,12.0,ECUADOR,160.0
4609,1987,5.7,8.0,10.0,150.0,200.0,USA,150.0
4610,1987,5.1,3.0,20.0,160.0,,PERU,160.0
4611,1987,4.8,1.0,8.0,150.0,,USA,150.0
4616,1987,6.2,2.0,5.0,150.0,,USA,150.0
4617,1987,6.5,125.0,33.0,60.0,108.0,INDONESIA,60.0
4619,1987,6.0,2.0,63.0,30.0,,JAPAN,30.0
4625,1988,5.8,2.0,33.0,60.0,100.0,BANGLADESH,60.0
4628,1988,6.2,2.0,17.0,170.0,2.0,PHILIPPINES,170.0
4631,1988,5.7,1.0,51.0,30.0,1.0,TAIWAN,30.0
4632,1988,7.2,38.0,91.0,60.0,,MYANMAR (BURMA),60.0
4634,1988,6.1,1.0,33.0,140.0,,IRAN,140.0
4635,1988,6.6,998.0,57.0,60.0,,NEPAL,60.0
4636,1988,4.3,74.0,0.0,170.0,,PAPUA NEW GUINEA,170.0
4640,1988,6.0,5.0,69.0,100.0,,GUATEMALA,100.0
4642,1988,7.3,738.0,18.0,30.0,3900.0,CHINA,30.0
4649,1988,6.8,25000.0,5.0,40.0,,ARMENIA,40.0
4650,1989,5.3,274.0,33.0,40.0,,TAJIKISTAN,40.0
4653,1989,5.4,1.0,53.0,170.0,,PAPUA NEW GUINEA,170.0
4654,1989,6.1,9.0,30.0,10.0,100.0,MALAWI,10.0
4655,1989,6.2,11.0,13.0,30.0,42.0,CHINA,30.0
4656,1989,6.8,3.0,19.0,150.0,,MEXICO,150.0
4659,1989,5.6,1.0,33.0,30.0,91.0,CHINA,30.0
4661,1989,5.8,114.0,31.0,140.0,,IRAN,140.0
4662,1989,5.1,1.0,6.0,60.0,,BANGLADESH,60.0
4668,1989,5.8,120.0,14.0,170.0,,INDONESIA,170.0
4669,1989,5.0,1.0,18.0,40.0,,RUSSIA,40.0
4670,1989,6.3,2.0,12.0,10.0,2.0,DJIBOUTI,10.0
4673,1989,6.1,1.0,15.0,30.0,151.0,CHINA,30.0
4675,1989,6.9,62.0,19.0,150.0,3757.0,USA,150.0
4676,1989,5.3,29.0,10.0,30.0,193.0,CHINA,30.0
4678,1989,5.7,30.0,6.0,15.0,245.0,ALGERIA,15.0
4681,1989,4.7,4.0,33.0,30.0,161.0,CHINA,30.0
4682,1989,5.9,3.0,18.0,140.0,45.0,IRAN,140.0
4683,1989,7.5,2.0,24.0,170.0,,PHILIPPINES,170.0
4684,1989,5.4,12.0,10.0,170.0,100.0,AUSTRALIA,170.0
4689,1990,6.1,11.0,10.0,60.0,40.0,PAKISTAN,60.0
4692,1990,5.5,1.0,39.0,170.0,2.0,PHILIPPINES,170.0
4696,1990,7.6,3.0,26.0,170.0,25.0,INDONESIA,170.0
4698,1990,6.9,126.0,8.0,30.0,2049.0,CHINA,30.0
4699,1990,5.4,2.0,10.0,130.0,16.0,ITALY,130.0
4701,1990,7.1,31.0,15.0,15.0,,SUDAN,15.0
4703,1990,6.5,200.0,24.0,160.0,8130.0,PERU,160.0
4704,1990,6.7,14.0,89.0,110.0,700.0,ROMANIA,110.0
4707,1990,4.9,1.0,26.0,160.0,,PERU,160.0
4708,1990,7.1,4.0,18.0,170.0,15.0,PHILIPPINES,170.0
4709,1990,6.8,1.0,58.0,40.0,,KAZAKHSTAN,40.0
4711,1990,7.3,40000.0,19.0,140.0,105000.0,IRAN,140.0
4712,1990,5.3,20.0,15.0,140.0,,IRAN,140.0
4714,1990,5.6,43.0,217.0,40.0,,AFGHANISTAN,40.0
4715,1990,7.8,2412.0,25.0,170.0,3000.0,PHILIPPINES,170.0
4719,1990,4.4,4.0,5.0,160.0,10.0,ECUADOR,160.0
4721,1990,4.2,2.0,5.0,10.0,5.0,SOUTH AFRICA,10.0
4723,1990,4.0,10.0,5.0,10.0,6.0,SOUTH AFRICA,10.0
4724,1990,5.8,7.0,12.0,30.0,92.0,CHINA,30.0
4725,1990,6.0,11.0,114.0,40.0,250.0,AFGHANISTAN,40.0
4726,1990,6.7,22.0,11.0,140.0,100.0,IRAN,140.0
4727,1990,6.8,1.0,48.0,60.0,32.0,INDONESIA,60.0
4730,1990,5.3,19.0,11.0,130.0,200.0,ITALY,130.0
4731,1990,6.2,2.0,12.0,30.0,3.0,TAIWAN,30.0
4733,1990,5.9,1.0,13.0,130.0,60.0,GREECE,130.0
4734,1990,5.7,2.0,17.0,100.0,350.0,COSTA RICA,100.0
4737,1991,6.4,848.0,142.0,40.0,200.0,AFGHANISTAN,40.0
4739,1991,3.8,9.0,5.0,120.0,,FRANCE,120.0
4745,1991,6.7,53.0,20.0,160.0,252.0,PERU,160.0
4748,1991,7.6,87.0,10.0,90.0,895.0,COSTA RICA,90.0
4749,1991,4.5,1.0,33.0,140.0,3.0,TURKEY,140.0
4750,1991,7.0,270.0,17.0,40.0,,GEORGIA,40.0
4753,1991,4.5,1.0,33.0,170.0,,MALAYSIA,170.0
4754,1991,6.1,8.0,9.0,40.0,200.0,GEORGIA,40.0
4758,1991,5.1,2.0,11.0,150.0,104.0,USA,150.0
4759,1991,6.5,28.0,29.0,60.0,181.0,INDONESIA,60.0
4760,1991,5.6,2.0,11.0,110.0,30.0,ROMANIA,110.0
4762,1991,4.7,92.0,5.0,160.0,30.0,PERU,160.0
4763,1991,5.1,20.0,26.0,140.0,,IRAQ,140.0
4768,1991,6.2,25.0,5.0,100.0,200.0,GUATEMALA,100.0
4770,1991,7.0,2000.0,10.0,60.0,1800.0,INDIA,60.0
4773,1991,6.4,2.0,21.0,160.0,,COLOMBIA,160.0
4774,1991,4.7,11.0,10.0,60.0,40.0,YEMEN,60.0
4775,1991,5.0,1.0,16.0,140.0,70.0,IRAN,140.0
4781,1992,4.6,6.0,18.0,140.0,50.0,IRAN,140.0
4782,1992,6.9,653.0,27.0,140.0,2000.0,TURKEY,140.0
4783,1992,5.2,1.0,21.0,120.0,45.0,NETHERLANDS,120.0
4786,1992,6.2,4.0,50.0,40.0,,KYRGYZSTAN,40.0
4788,1992,6.0,36.0,16.0,60.0,100.0,PAKISTAN,60.0
4791,1992,7.6,3.0,1.0,150.0,400.0,USA,150.0
4796,1992,7.5,75.0,27.0,40.0,,KYRGYZSTAN,40.0
4797,1992,5.5,4.0,9.0,60.0,200.0,PAKISTAN,60.0
4799,1992,4.7,1.0,18.0,140.0,11.0,IRAN,140.0
4800,1992,7.0,8.0,11.0,10.0,37.0,CONGO,10.0
4801,1992,5.3,545.0,22.0,15.0,6512.0,EGYPT,15.0
4803,1992,7.4,11.0,10.0,160.0,115.0,COLOMBIA,160.0
4804,1992,7.8,1000.0,28.0,60.0,500.0,INDONESIA,60.0
4805,1993,7.6,2.0,102.0,30.0,,JAPAN,30.0
4809,1993,6.4,5.0,10.0,170.0,201.0,WALLIS AND FUTUNA (FRENCH TERRITORY),170.0
4810,1993,6.2,2.0,12.0,40.0,3.0,CHINA,40.0
4813,1993,6.3,6.0,106.0,160.0,,PERU,160.0
4816,1993,5.4,24.0,33.0,140.0,,IRAN,140.0
4817,1993,5.8,2.0,20.0,100.0,9.0,COSTA RICA,100.0
4818,1993,7.7,23.0,17.0,30.0,233.0,JAPAN,30.0
4820,1993,5.5,2.0,13.0,15.0,9.0,SUDAN,15.0
4823,1993,7.2,1.0,34.0,100.0,3.0,GUATEMALA,100.0
4824,1993,6.0,2.0,11.0,150.0,,USA,150.0
4825,1993,6.2,11000.0,7.0,60.0,30000.0,INDIA,60.0
4826,1993,6.9,60.0,25.0,170.0,200.0,PAPUA NEW GUINEA,170.0
4833,1994,6.7,60.0,18.0,150.0,7000.0,USA,150.0
4834,1994,7.0,9.0,20.0,170.0,300.0,INDONESIA,170.0
4836,1994,6.2,7.0,14.0,10.0,,UGANDA,10.0
4837,1994,6.9,207.0,23.0,60.0,2000.0,INDONESIA,60.0
4838,1994,6.1,6.0,6.0,140.0,,IRAN,140.0
4839,1994,6.1,2.0,13.0,140.0,50.0,IRAN,140.0
4840,1994,5.4,4.0,59.0,90.0,,HAITI,90.0
4843,1994,6.1,160.0,19.0,40.0,,AFGHANISTAN,40.0
4848,1994,6.4,1.0,11.0,30.0,2.0,TAIWAN,30.0
4850,1994,6.8,650.0,12.0,160.0,,COLOMBIA,160.0
4851,1994,8.2,5.0,631.0,160.0,,BOLIVIA,160.0
4853,1994,5.9,3.0,9.0,140.0,100.0,IRAN,140.0
4854,1994,5.9,171.0,9.0,15.0,,ALGERIA,15.0
4856,1994,8.3,11.0,14.0,50.0,382.0,RUSSIA,50.0
4857,1994,6.8,1.0,17.0,170.0,52.0,INDONESIA,170.0
4859,1994,7.1,81.0,32.0,170.0,225.0,PHILIPPINES,170.0
4861,1994,7.8,3.0,27.0,30.0,200.0,JAPAN,30.0
4863,1995,6.9,5502.0,22.0,30.0,36896.0,JAPAN,30.0
4864,1995,6.5,7.0,17.0,160.0,,COLOMBIA,160.0
4866,1995,6.4,45.0,74.0,160.0,400.0,COLOMBIA,160.0
4867,1995,5.9,2.0,10.0,130.0,5.0,CYPRUS,130.0
4876,1995,7.1,1989.0,11.0,50.0,750.0,RUSSIA,50.0
4877,1995,6.5,26.0,14.0,130.0,60.0,GREECE,130.0
4878,1995,6.8,11.0,13.0,30.0,136.0,CHINA,30.0
4879,1995,5.6,14.0,13.0,30.0,60.0,CHINA,30.0
4880,1995,8.0,3.0,46.0,160.0,58.0,CHILE,160.0
4882,1995,7.4,3.0,23.0,150.0,100.0,MEXICO,150.0
4883,1995,6.4,95.0,33.0,140.0,348.0,TURKEY,140.0
4884,1995,7.0,2.0,24.0,160.0,5.0,ECUADOR,160.0
4886,1995,6.8,84.0,33.0,60.0,1868.0,INDONESIA,60.0
4887,1995,8.0,49.0,33.0,150.0,200.0,MEXICO,150.0
4890,1995,6.2,81.0,10.0,30.0,800.0,CHINA,30.0
4892,1995,7.2,11.0,10.0,15.0,47.0,EGYPT,15.0
4895,1996,6.6,322.0,11.0,30.0,17057.0,CHINA,30.0
4896,1996,8.2,54.0,33.0,170.0,423.0,INDONESIA,170.0
4899,1996,6.3,24.0,28.0,40.0,128.0,CHINA,40.0
4900,1996,5.9,27.0,33.0,160.0,,ECUADOR,160.0
4901,1996,7.2,1.0,44.0,170.0,,SOLOMON ISLANDS,170.0
4902,1996,6.0,23.0,26.0,30.0,330.0,CHINA,30.0
4911,1996,7.7,14.0,33.0,160.0,560.0,PERU,160.0
4914,1997,7.2,1.0,33.0,150.0,,MEXICO,150.0
4916,1997,5.9,12.0,33.0,40.0,40.0,CHINA,40.0
4917,1997,6.5,88.0,10.0,140.0,1948.0,IRAN,140.0
4918,1997,7.1,60.0,33.0,60.0,,PAKISTAN,60.0
4919,1997,6.1,1100.0,10.0,140.0,2600.0,IRAN,140.0
4920,1997,5.6,2.0,22.0,40.0,6.0,CHINA,40.0
4921,1997,4.9,15.0,50.0,60.0,,PAKISTAN,60.0
4925,1997,6.2,9.0,15.0,40.0,89.0,CHINA,40.0
4929,1997,7.2,1728.0,10.0,140.0,2300.0,IRAN,140.0
4930,1997,6.4,1.0,196.0,40.0,,AFGHANISTAN,40.0
4931,1997,5.8,56.0,36.0,60.0,1000.0,INDIA,60.0
4933,1997,7.0,81.0,20.0,90.0,522.0,VENEZUELA,90.0
4934,1997,5.0,15.0,5.0,10.0,46.0,SOUTH AFRICA,10.0
4937,1997,6.0,14.0,10.0,130.0,100.0,ITALY,130.0
4938,1997,5.9,20.0,33.0,170.0,300.0,INDONESIA,170.0
4941,1997,7.1,8.0,58.0,160.0,300.0,CHILE,160.0
4944,1997,6.1,23.0,54.0,60.0,200.0,INDIA,60.0
4947,1998,5.7,70.0,30.0,30.0,11500.0,CHINA,30.0
4950,1998,5.9,2323.0,33.0,40.0,818.0,AFGHANISTAN,40.0
4951,1998,6.4,1.0,236.0,40.0,11.0,AFGHANISTAN,40.0
4952,1998,6.6,5.0,9.0,140.0,50.0,IRAN,140.0
4956,1998,5.8,12.0,33.0,140.0,10.0,IRAN,140.0
4957,1998,5.7,1.0,10.0,120.0,,AUSTRIA,120.0
4959,1998,6.6,105.0,24.0,160.0,150.0,BOLIVIA,160.0
4961,1998,6.6,4700.0,33.0,40.0,,AFGHANISTAN,40.0
4963,1998,6.3,145.0,33.0,140.0,1500.0,TURKEY,140.0
4964,1998,6.2,10.0,10.0,130.0,100.0,AZORES (PORTUGAL),130.0
4966,1998,5.7,5.0,13.0,30.0,27.0,TAIWAN,30.0
4968,1998,7.2,3.0,33.0,160.0,40.0,ECUADOR,160.0
4969,1998,6.4,3.0,33.0,40.0,7.0,CHINA,40.0
4970,1998,6.6,1.0,152.0,60.0,,INDONESIA,60.0
4971,1998,5.5,1.0,10.0,130.0,17.0,SERBIA,130.0
4974,1998,5.4,5.0,33.0,140.0,105.0,IRAN,140.0
4975,1998,5.6,5.0,33.0,30.0,1543.0,CHINA,30.0
4976,1998,7.7,41.0,33.0,170.0,107.0,INDONESIA,170.0
4978,1999,6.2,1185.0,17.0,160.0,4750.0,COLOMBIA,160.0
4981,1999,6.0,70.0,33.0,40.0,500.0,AFGHANISTAN,40.0
4982,1999,6.6,1.0,33.0,140.0,,IRAN,140.0
4984,1999,6.6,100.0,15.0,60.0,394.0,INDIA,60.0
4985,1999,6.8,1.0,87.0,160.0,50.0,PERU,160.0
4986,1999,6.2,26.0,33.0,140.0,100.0,IRAN,140.0
4987,1999,5.4,1.0,33.0,40.0,18.0,AZERBAIJAN,40.0
4988,1999,7.0,20.0,70.0,150.0,200.0,MEXICO,150.0
4990,1999,6.7,2.0,10.0,100.0,40.0,GUATEMALA,100.0
4991,1999,4.2,6.0,10.0,60.0,200.0,BANGLADESH,60.0
4992,1999,7.6,17118.0,13.0,140.0,50000.0,TURKEY,140.0
4993,1999,5.2,1.0,10.0,140.0,166.0,TURKEY,140.0
4994,1999,6.0,143.0,10.0,130.0,1600.0,GREECE,130.0
4995,1999,5.8,7.0,13.0,140.0,422.0,TURKEY,140.0
4996,1999,7.7,2297.0,33.0,30.0,8700.0,TAIWAN,30.0
4998,1999,7.5,35.0,61.0,150.0,215.0,MEXICO,150.0
5000,1999,5.9,1.0,33.0,30.0,254.0,TAIWAN,30.0
5003,1999,5.7,2.0,22.0,140.0,171.0,TURKEY,140.0
5004,1999,7.2,894.0,10.0,140.0,4948.0,TURKEY,140.0
5005,1999,4.6,1.0,33.0,30.0,5.0,CHINA,30.0
5007,1999,7.5,5.0,33.0,170.0,100.0,VANUATU,170.0
5009,1999,5.7,1.0,19.0,140.0,6.0,TURKEY,140.0
5010,1999,7.3,5.0,33.0,170.0,40.0,PHILIPPINES,170.0
5011,1999,6.5,5.0,56.0,60.0,220.0,INDONESIA,60.0
5012,1999,5.6,24.0,10.0,15.0,175.0,ALGERIA,15.0
5015,2000,5.9,5.0,33.0,30.0,2528.0,CHINA,30.0
5016,2000,5.3,1.0,33.0,140.0,15.0,IRAN,140.0
5020,2000,7.6,46.0,26.0,170.0,264.0,INDONESIA,170.0
5022,2000,5.4,3.0,10.0,30.0,13.0,TAIWAN,30.0
5023,2000,7.9,103.0,33.0,60.0,2174.0,INDONESIA,60.0
5024,2000,6.0,2.0,10.0,140.0,80.0,TURKEY,140.0
5026,2000,6.7,1.0,33.0,60.0,,INDONESIA,60.0
5027,2000,6.4,2.0,33.0,30.0,36.0,TAIWAN,30.0
5031,2000,6.1,1.0,10.0,30.0,,JAPAN,30.0
5032,2000,5.4,7.0,33.0,100.0,42.0,NICARAGUA,100.0
5038,2000,4.2,1.0,33.0,30.0,406.0,CHINA,30.0
5044,2000,8.0,2.0,17.0,170.0,,PAPUA NEW GUINEA,170.0
5047,2000,6.8,31.0,50.0,40.0,430.0,AZERBAIJAN,40.0
5048,2000,7.0,11.0,30.0,40.0,,TURKMENISTAN,40.0
5049,2000,6.0,6.0,10.0,140.0,41.0,TURKEY,140.0
5051,2001,7.7,844.0,60.0,100.0,4723.0,EL SALVADOR,100.0
5052,2001,7.7,20005.0,16.0,60.0,166836.0,INDIA,60.0
5053,2001,6.6,315.0,10.0,100.0,3399.0,EL SALVADOR,100.0
5054,2001,5.6,3.0,33.0,30.0,109.0,CHINA,30.0
5055,2001,6.8,1.0,52.0,150.0,400.0,USA,150.0
5056,2001,6.8,2.0,50.0,30.0,161.0,JAPAN,30.0
5057,2001,5.7,1.0,10.0,100.0,,EL SALVADOR,100.0
5058,2001,5.5,2.0,33.0,30.0,605.0,CHINA,30.0
5059,2001,5.0,4.0,62.0,40.0,20.0,AFGHANISTAN,40.0
5060,2001,8.4,77.0,33.0,160.0,2713.0,PERU,160.0
5063,2001,7.6,1.0,33.0,160.0,30.0,PERU,160.0
5066,2001,5.8,4.0,33.0,160.0,15.0,PERU,160.0
5071,2001,5.6,1.0,10.0,30.0,220.0,CHINA,30.0
5076,2002,5.3,3.0,33.0,40.0,50.0,TAJIKISTAN,40.0
5077,2002,6.7,1.0,11.0,170.0,,PAPUA NEW GUINEA,170.0
5081,2002,6.5,44.0,5.0,140.0,318.0,TURKEY,140.0
5083,2002,5.4,1.0,33.0,140.0,30.0,IRAN,140.0
5085,2002,7.4,166.0,226.0,40.0,,AFGHANISTAN,40.0
5086,2002,7.5,15.0,31.0,170.0,100.0,PHILIPPINES,170.0
5087,2002,6.1,1000.0,8.0,40.0,200.0,AFGHANISTAN,40.0
5089,2002,7.1,5.0,33.0,30.0,200.0,TAIWAN,30.0
5091,2002,5.9,50.0,10.0,40.0,150.0,TAJIKISTAN,40.0
5094,2002,5.7,1.0,10.0,130.0,60.0,SERBIA,130.0
5095,2002,5.4,2.0,33.0,140.0,56.0,IRAN,140.0
5096,2002,4.3,5.0,10.0,40.0,52.0,GEORGIA,40.0
5098,2002,5.5,2.0,10.0,10.0,,TANZANIA,10.0
5101,2002,6.5,261.0,10.0,140.0,1300.0,IRAN,140.0
5106,2002,6.2,48.0,10.0,170.0,,INDONESIA,170.0
5112,2002,6.0,2.0,5.0,130.0,20.0,ITALY,130.0
5113,2002,7.6,4.0,13.0,170.0,70.0,PAPUA NEW GUINEA,170.0
5114,2002,6.5,2.0,21.0,60.0,,INDIA,60.0
5120,2002,7.6,8.0,10.0,170.0,632.0,INDONESIA,170.0
5122,2002,6.2,2.0,11.0,10.0,,CONGO,10.0
5124,2002,5.7,29.0,10.0,130.0,135.0,ITALY,130.0
5125,2002,5.4,11.0,33.0,60.0,40.0,PAKISTAN,60.0
5126,2002,7.3,3.0,30.0,60.0,65.0,INDONESIA,60.0
5128,2002,6.3,19.0,33.0,60.0,40.0,PAKISTAN,60.0
5131,2002,5.5,2.0,22.0,30.0,,CHINA,30.0
5137,2003,7.5,29.0,24.0,150.0,300.0,MEXICO,150.0
5140,2003,6.1,1.0,10.0,140.0,,TURKEY,140.0
5146,2003,6.3,261.0,11.0,40.0,4000.0,CHINA,40.0
5147,2003,5.4,5.0,10.0,40.0,,CHINA,40.0
5150,2003,6.5,4.0,33.0,60.0,20.0,INDONESIA,60.0
5155,2003,6.4,177.0,10.0,140.0,521.0,TURKEY,140.0
5156,2003,5.8,1.0,10.0,40.0,3.0,CHINA,40.0
5157,2003,6.8,2266.0,12.0,15.0,10261.0,ALGERIA,15.0
5159,2003,7.0,1.0,31.0,170.0,7.0,INDONESIA,170.0
5160,2003,5.7,9.0,8.0,15.0,200.0,ALGERIA,15.0
5165,2003,5.8,1.0,10.0,140.0,25.0,IRAN,140.0
