,YEAR,EQ_PRIMARY,DEATHS,FOCAL_DEPTH,REGION_CODE,INJURIES,COUNTRY,REGION_CODE
5167,2003,5.9,16.0,10.0,30.0,584.0,CHINA,30.0
5171,2003,5.7,2.0,10.0,60.0,25.0,BANGLADESH,60.0
5176,2003,5.4,4.0,24.0,30.0,1000.0,CHINA,30.0
5182,2003,6.4,3.0,10.0,90.0,15.0,DOMINICAN REPUBLIC,90.0
5184,2003,7.3,3.0,16.0,40.0,5.0,RUSSIA,40.0
5190,2003,5.6,3.0,33.0,30.0,32.0,CHINA,30.0
5191,2003,5.8,9.0,10.0,30.0,43.0,CHINA,30.0
5193,2003,5.1,1.0,10.0,30.0,30.0,CHINA,30.0
5194,2003,5.6,4.0,33.0,30.0,65.0,CHINA,30.0
5196,2003,6.5,1.0,35.0,170.0,21.0,PHILIPPINES,170.0
5198,2003,6.0,11.0,10.0,40.0,47.0,CHINA,40.0
5203,2003,6.6,2.0,8.0,150.0,40.0,USA,150.0
5204,2003,6.5,2.0,33.0,100.0,75.0,PANAMA,100.0
5205,2003,6.6,31000.0,10.0,140.0,30000.0,IRAN,140.0
5207,2004,5.8,1.0,45.0,60.0,29.0,INDONESIA,60.0
5214,2004,7.0,37.0,17.0,170.0,682.0,INDONESIA,170.0
5217,2004,5.4,24.0,11.0,60.0,40.0,PAKISTAN,60.0
5218,2004,5.1,5.0,56.0,60.0,7.0,INDONESIA,60.0
5220,2004,4.7,3.0,10.0,10.0,,BURUNDI,10.0
5221,2004,6.4,628.0,0.0,15.0,926.0,MOROCCO,15.0
5224,2004,5.6,10.0,,140.0,46.0,TURKEY,140.0
5226,2004,6.5,3.0,187.0,40.0,5.0,AFGHANISTAN,40.0
5230,2004,5.2,2.0,45.0,30.0,1.0,TAIWAN,30.0
5234,2004,4.5,1.0,10.0,60.0,30.0,PAKISTAN,60.0
5236,2004,6.3,35.0,17.0,140.0,400.0,IRAN,140.0
5240,2004,5.1,18.0,5.0,140.0,21.0,TURKEY,140.0
5241,2004,5.2,1.0,8.0,130.0,5.0,SLOVENIA,130.0
5243,2004,5.4,1.0,5.0,170.0,2.0,NEW ZEALAND,170.0
5244,2004,5.2,2.0,10.0,40.0,40.0,AFGHANISTAN,40.0
5245,2004,4.0,1.0,5.0,140.0,5.0,TURKEY,140.0
5247,2004,5.4,4.0,6.0,30.0,600.0,CHINA,30.0
5248,2004,5.7,1.0,7.0,140.0,11.0,TURKEY,140.0
5251,2004,6.1,1.0,22.0,160.0,,ARGENTINA,160.0
5259,2004,6.6,40.0,16.0,30.0,3183.0,JAPAN,30.0
5265,2004,7.5,34.0,10.0,60.0,400.0,INDONESIA,60.0
5268,2004,6.4,8.0,16.0,100.0,,COSTA RICA,100.0
5269,2004,6.3,1.0,14.0,90.0,12.0,GUADELOUPE,90.0
5273,2004,7.1,32.0,10.0,170.0,130.0,INDONESIA,170.0
5284,2004,9.1,1001.0,30.0,60.0,,INDONESIA,60.0
5288,2005,6.3,1.0,11.0,170.0,4.0,INDONESIA,170.0
5291,2005,5.9,2.0,41.0,140.0,22.0,TURKEY,140.0
5293,2005,4.8,1.0,15.0,60.0,,INDONESIA,60.0
5297,2005,6.4,612.0,14.0,140.0,1411.0,IRAN,140.0
5299,2005,4.3,2.0,5.0,10.0,58.0,SOUTH AFRICA,10.0
5305,2005,6.6,1.0,10.0,30.0,500.0,JAPAN,30.0
5306,2005,8.6,1303.0,30.0,60.0,340.0,INDONESIA,60.0
5308,2005,7.7,11.0,116.0,160.0,200.0,CHILE,160.0
5316,2005,4.7,1.0,48.0,30.0,12.0,CHINA,30.0
5330,2005,7.5,5.0,115.0,160.0,60.0,PERU,160.0
5332,2005,7.6,76213.0,26.0,60.0,146599.0,PAKISTAN,60.0
5333,2005,5.9,1.0,10.0,140.0,15.0,TURKEY,140.0
5335,2005,4.2,1.0,10.0,30.0,1.0,CHINA,30.0
5338,2005,5.2,16.0,10.0,30.0,8000.0,CHINA,30.0
5340,2005,6.0,13.0,10.0,140.0,100.0,IRAN,140.0
5341,2005,6.8,6.0,22.0,10.0,,CONGO,10.0
5342,2005,6.5,5.0,225.0,40.0,1.0,AFGHANISTAN,40.0
5343,2005,5.3,1.0,44.0,60.0,4.0,INDIA,60.0
5347,2006,5.3,2.0,30.0,60.0,2.0,INDIA,60.0
5349,2006,7.0,4.0,11.0,10.0,36.0,MOZAMBIQUE,10.0
5353,2006,4.9,1.0,10.0,60.0,22.0,PAKISTAN,60.0
5355,2006,4.9,4.0,10.0,15.0,9.0,ALGERIA,15.0
5356,2006,5.9,1.0,18.0,140.0,1.0,IRAN,140.0
5358,2006,6.1,70.0,7.0,140.0,1300.0,IRAN,140.0
5370,2006,6.3,5749.0,13.0,60.0,38568.0,INDONESIA,60.0
5371,2006,5.1,2.0,5.0,140.0,4.0,IRAN,140.0
5378,2006,4.9,22.0,56.0,30.0,106.0,CHINA,30.0
5379,2006,5.6,3.0,34.0,40.0,19.0,TAJIKISTAN,40.0
5383,2006,4.6,1.0,22.0,30.0,31.0,CHINA,30.0
5387,2006,5.5,1.0,52.0,90.0,,TRINIDAD AND TOBAGO,90.0
5398,2006,6.3,1.0,43.0,60.0,14.0,INDONESIA,60.0
5401,2006,5.8,7.0,30.0,60.0,100.0,INDONESIA,60.0
5404,2006,7.0,2.0,10.0,30.0,40.0,TAIWAN,30.0
5411,2007,7.5,4.0,22.0,170.0,4.0,INDONESIA,170.0
5414,2007,6.4,67.0,19.0,60.0,826.0,INDONESIA,60.0
5418,2007,6.7,1.0,8.0,30.0,150.0,JAPAN,30.0
5420,2007,8.1,2.0,24.0,170.0,,SOLOMON ISLANDS,170.0
5424,2007,6.2,2.0,37.0,160.0,,CHILE,160.0
5429,2007,6.1,3.0,5.0,30.0,329.0,CHINA,30.0
5433,2007,6.6,9.0,10.0,30.0,1088.0,JAPAN,30.0
5436,2007,5.2,12.0,10.0,40.0,,TAJIKISTAN,40.0
5440,2007,6.2,2.0,5.0,50.0,12.0,RUSSIA,50.0
5442,2007,4.2,9.0,2.0,150.0,,USA,150.0
5444,2007,8.0,514.0,39.0,160.0,1090.0,PERU,160.0
5445,2007,1.6,3.0,0.0,150.0,6.0,USA,150.0
5451,2007,8.4,25.0,34.0,60.0,161.0,INDONESIA,60.0
5456,2007,4.8,1.0,10.0,60.0,12.0,PAKISTAN,60.0
5458,2007,5.1,1.0,10.0,60.0,5.0,INDIA,60.0
5459,2007,5.1,1.0,72.0,170.0,,PHILIPPINES,170.0
5461,2007,7.7,2.0,40.0,160.0,65.0,CHILE,160.0
5464,2007,6.5,3.0,35.0,60.0,,INDONESIA,60.0
5466,2007,7.4,1.0,156.0,90.0,102.0,MARTINIQUE,90.0
5467,2007,4.6,1.0,10.0,160.0,6.0,BRAZIL,160.0
5470,2007,6.6,1.0,20.0,170.0,,NEW ZEALAND,170.0
5476,2008,4.6,1.0,10.0,15.0,,ALGERIA,15.0
5478,2008,6.1,1.0,20.0,60.0,5.0,INDONESIA,60.0
5479,2008,5.9,38.0,10.0,10.0,717.0,CONGO,10.0
5480,2008,4.3,1.0,10.0,60.0,50.0,INDIA,60.0
5483,2008,4.9,1.0,10.0,10.0,109.0,RWANDA,10.0
5485,2008,7.4,3.0,26.0,60.0,25.0,INDONESIA,60.0
5500,2008,7.9,87652.0,19.0,30.0,374171.0,CHINA,30.0
5502,2008,5.6,6.0,9.0,160.0,,COLOMBIA,160.0
5503,2008,6.0,8.0,10.0,30.0,927.0,CHINA,30.0
5507,2008,5.5,1.0,4.0,15.0,30.0,ALGERIA,15.0
5509,2008,6.3,2.0,16.0,130.0,240.0,GREECE,130.0
5510,2008,6.9,13.0,8.0,30.0,357.0,JAPAN,30.0
5514,2008,6.2,1.0,123.0,160.0,,PERU,160.0
5516,2008,6.8,1.0,108.0,30.0,200.0,JAPAN,30.0
5517,2008,5.6,1.0,10.0,30.0,17.0,CHINA,30.0
5520,2008,6.0,4.0,6.0,30.0,29.0,CHINA,30.0
5524,2008,6.0,5.0,1.0,30.0,127.0,CHINA,30.0
5529,2008,5.9,43.0,17.0,30.0,589.0,CHINA,30.0
5531,2008,5.4,2.0,25.0,60.0,,INDONESIA,60.0
5532,2008,6.1,7.0,12.0,140.0,45.0,IRAN,140.0
5534,2008,5.0,1.0,10.0,60.0,20.0,INDIA,60.0
5535,2008,6.6,74.0,27.0,40.0,140.0,KYRGYZSTAN,40.0
5536,2008,6.3,9.0,12.0,40.0,19.0,CHINA,40.0
5537,2008,5.7,13.0,16.0,40.0,100.0,RUSSIA,40.0
5538,2008,6.4,166.0,15.0,60.0,370.0,PAKISTAN,60.0
5541,2008,7.3,6.0,30.0,170.0,77.0,INDONESIA,170.0
5543,2008,4.1,2.0,,110.0,3.0,CZECH REPUBLIC,110.0
5545,2008,4.5,2.0,25.0,30.0,3.0,CHINA,30.0
5550,2009,7.6,5.0,17.0,170.0,250.0,INDONESIA,170.0
5552,2009,6.1,23.0,14.0,100.0,100.0,COSTA RICA,100.0
5561,2009,6.3,309.0,9.0,130.0,1500.0,ITALY,130.0
5562,2009,5.5,1.0,15.0,130.0,,ITALY,130.0
5564,2009,5.4,19.0,6.0,40.0,51.0,AFGHANISTAN,40.0
5569,2009,7.3,7.0,10.0,90.0,40.0,HONDURAS,90.0
5572,2009,5.4,1.0,15.0,40.0,,KAZAKHSTAN,40.0
5578,2009,3.4,2.0,10.0,30.0,1.0,CHINA,30.0
5580,2009,6.4,1.0,40.0,30.0,123.0,JAPAN,30.0
5584,2009,7.0,81.0,46.0,60.0,1297.0,INDONESIA,60.0
5589,2009,6.1,11.0,14.0,60.0,,BHUTAN,60.0
5592,2009,7.5,1117.0,81.0,60.0,1214.0,INDONESIA,60.0
5593,2009,6.6,3.0,10.0,60.0,,INDONESIA,60.0
5597,2009,6.1,5.0,18.0,40.0,,AFGHANISTAN,40.0
5601,2009,6.6,2.0,18.0,60.0,200.0,INDONESIA,60.0
5603,2009,3.5,2.0,2.0,10.0,3.0,SOUTH AFRICA,10.0
5604,2009,5.9,1.0,8.0,10.0,15.0,MALAWI,10.0
5608,2009,6.0,3.0,6.0,10.0,250.0,MALAWI,10.0
5615,2010,5.1,1.0,65.0,60.0,2.0,INDONESIA,60.0
5617,2010,7.0,316000.0,13.0,90.0,30000.0,HAITI,90.0
5620,2010,4.4,7.0,27.0,30.0,9.0,CHINA,30.0
5621,2010,4.7,1.0,10.0,30.0,15.0,CHINA,30.0
5624,2010,8.8,402.0,23.0,160.0,12000.0,CHILE,160.0
5625,2010,6.3,2.0,10.0,160.0,2.0,ARGENTINA,160.0
5627,2010,6.1,51.0,12.0,140.0,100.0,TURKEY,140.0
5630,2010,7.2,2.0,4.0,150.0,233.0,MEXICO,150.0
5632,2010,6.9,2220.0,17.0,30.0,12135.0,CHINA,30.0
5633,2010,5.6,11.0,13.0,40.0,70.0,AFGHANISTAN,40.0
5638,2010,5.2,2.0,2.0,15.0,43.0,ALGERIA,15.0
5643,2010,7.0,17.0,18.0,170.0,,INDONESIA,170.0
5647,2010,6.2,1.0,20.0,150.0,,MEXICO,150.0
5648,2010,5.8,1.0,10.0,140.0,32.0,IRAN,140.0
5654,2010,5.7,3.0,7.0,140.0,200.0,IRAN,140.0
5661,2010,5.8,1.0,27.0,140.0,3.0,IRAN,140.0
5662,2010,5.2,1.0,33.0,60.0,15.0,PAKISTAN,60.0
5664,2010,5.5,2.0,1.0,130.0,100.0,SERBIA,130.0
5669,2010,6.5,7.0,12.0,140.0,25.0,IRAN,140.0
5675,2011,7.2,3.0,68.0,60.0,,PAKISTAN,60.0
5677,2011,6.3,1.0,85.0,60.0,,MYANMAR (BURMA),60.0
5680,2011,6.1,181.0,6.0,170.0,1500.0,NEW ZEALAND,170.0
5683,2011,5.5,25.0,26.0,30.0,250.0,CHINA,30.0
5684,2011,9.1,1475.0,30.0,30.0,6157.0,JAPAN,30.0
5687,2011,6.8,75.0,8.0,60.0,123.0,MYANMAR (BURMA),60.0
5689,2011,7.1,3.0,42.0,30.0,132.0,JAPAN,30.0
5691,2011,6.6,7.0,11.0,30.0,,JAPAN,30.0
5694,2011,5.1,10.0,1.0,130.0,,SPAIN,130.0
5695,2011,4.3,2.0,7.0,140.0,125.0,TURKEY,140.0
5697,2011,6.0,1.0,6.0,170.0,45.0,NEW ZEALAND,170.0
5703,2011,6.1,14.0,20.0,40.0,86.0,UZBEKISTAN,40.0
5711,2011,6.7,10.0,91.0,60.0,,INDONESIA,60.0
5713,2011,6.9,111.0,50.0,60.0,177.0,INDIA,60.0
5714,2011,5.6,1.0,9.0,100.0,,GUATEMALA,100.0
5717,2011,7.1,604.0,16.0,140.0,2608.0,TURKEY,140.0
5718,2011,6.9,1.0,24.0,160.0,103.0,PERU,160.0
5719,2011,3.5,2.0,10.0,60.0,,INDIA,60.0
5725,2011,5.7,40.0,5.0,140.0,,TURKEY,140.0
5730,2011,6.4,2.0,54.0,150.0,5.0,MEXICO,150.0
5736,2012,6.7,51.0,11.0,170.0,112.0,PHILIPPINES,170.0
5743,2012,7.4,2.0,20.0,150.0,13.0,MEXICO,150.0
5744,2012,7.2,1.0,41.0,160.0,14.0,CHILE,160.0
5745,2012,8.6,10.0,20.0,60.0,12.0,INDONESIA,60.0
5748,2012,6.7,2.0,29.0,160.0,,CHILE,160.0
5752,2012,5.7,1.0,10.0,40.0,,TAJIKISTAN,40.0
5755,2012,6.1,7.0,6.0,130.0,,ITALY,130.0
5758,2012,5.9,17.0,10.0,130.0,350.0,ITALY,130.0
5761,2012,5.8,75.0,16.0,40.0,13.0,AFGHANISTAN,40.0
5763,2012,5.5,4.0,10.0,30.0,394.0,CHINA,30.0
5765,2012,4.9,1.0,10.0,30.0,2.0,CHINA,30.0
5766,2012,6.5,1.0,22.0,60.0,,INDONESIA,60.0
5768,2012,6.5,306.0,11.0,140.0,3000.0,IRAN,140.0
5770,2012,6.3,6.0,10.0,170.0,43.0,INDONESIA,170.0
5772,2012,7.6,1.0,28.0,170.0,1.0,PHILIPPINES,170.0
5773,2012,7.6,2.0,35.0,100.0,20.0,COSTA RICA,100.0
5774,2012,5.6,81.0,10.0,30.0,821.0,CHINA,30.0
5777,2012,7.3,48.0,24.0,100.0,155.0,GUATEMALA,100.0
5778,2012,6.8,26.0,14.0,60.0,230.0,MYANMAR (BURMA),60.0
5780,2012,5.7,8.0,14.0,140.0,12.0,IRAN,140.0
5783,2013,6.1,1.0,12.0,60.0,15.0,INDONESIA,60.0
5792,2013,6.0,1.0,19.0,30.0,86.0,TAIWAN,30.0
5793,2013,6.3,37.0,12.0,140.0,850.0,IRAN,140.0
5796,2013,7.7,40.0,80.0,140.0,300.0,IRAN,140.0
5798,2013,2.1,14.0,0.0,150.0,200.0,USA,150.0
5800,2013,6.6,196.0,14.0,30.0,11470.0,CHINA,30.0
5801,2013,5.5,18.0,64.0,40.0,141.0,AFGHANISTAN,40.0
5802,2013,5.7,3.0,15.0,60.0,90.0,INDIA,60.0
5803,2013,6.1,2.0,15.0,140.0,20.0,IRAN,140.0
5807,2013,6.3,4.0,17.0,30.0,21.0,TAIWAN,30.0
5810,2013,6.1,42.0,13.0,60.0,2500.0,INDONESIA,60.0
5814,2013,6.0,94.0,8.0,30.0,1001.0,CHINA,30.0
5821,2013,5.8,5.0,8.0,30.0,24.0,CHINA,30.0
5822,2013,6.4,1.0,66.0,100.0,11.0,GUATEMALA,100.0
5823,2013,7.7,825.0,15.0,60.0,619.0,PAKISTAN,60.0
5825,2013,6.8,22.0,12.0,60.0,50.0,PAKISTAN,60.0
5827,2013,7.1,222.0,19.0,170.0,976.0,PHILIPPINES,170.0
5828,2013,5.5,1.0,10.0,60.0,2.0,INDONESIA,60.0
5833,2013,5.7,8.0,4.0,140.0,200.0,IRAN,140.0
5834,2014,5.3,1.0,8.0,140.0,30.0,IRAN,140.0
5848,2014,8.2,7.0,25.0,160.0,,CHILE,160.0
5851,2014,6.1,2.0,13.0,100.0,250.0,NICARAGUA,100.0
5852,2014,7.1,1.0,61.0,170.0,,PAPUA NEW GUINEA,170.0
5858,2014,6.1,1.0,6.0,60.0,32.0,THAILAND,60.0
5860,2014,4.5,2.0,15.0,60.0,70.0,PAKISTAN,60.0
5863,2014,6.9,3.0,23.0,130.0,266.0,GREECE,130.0
5867,2014,6.9,3.0,67.0,150.0,33.0,MEXICO,150.0
5871,2014,6.3,1.0,107.0,150.0,1.0,MEXICO,150.0
5872,2014,5.5,6.0,30.0,15.0,420.0,ALGERIA,15.0
5873,2014,6.2,615.0,12.0,30.0,3143.0,CHINA,30.0
5874,2014,5.5,1.0,5.0,10.0,17.0,SOUTH AFRICA,10.0
5875,2014,5.1,2.0,12.0,160.0,8.0,ECUADOR,160.0
5878,2014,6.1,1.0,11.0,150.0,257.0,USA,150.0
5880,2014,5.1,8.0,10.0,160.0,6.0,PERU,160.0
5881,2014,6.1,1.0,9.0,30.0,323.0,CHINA,30.0
5883,2014,7.3,1.0,40.0,100.0,,EL SALVADOR,100.0
5885,2014,5.9,5.0,9.0,30.0,65.0,CHINA,30.0
5887,2014,5.6,1.0,10.0,30.0,15.0,CHINA,30.0
5893,2015,3.6,4.0,7.0,130.0,1.0,BOSNIA-HERZEGOVINA,130.0
5900,2015,4.6,2.0,10.0,30.0,13.0,CHINA,30.0
5902,2015,6.4,1.0,29.0,30.0,1.0,TAIWAN,30.0
5903,2015,7.8,8200.0,8.0,60.0,17866.0,NEPAL,60.0
5906,2015,7.3,117.0,15.0,60.0,2800.0,NEPAL,60.0
5908,2015,6.0,18.0,10.0,170.0,,MALAYSIA,170.0
5910,2015,6.4,3.0,10.0,40.0,263.0,CHINA,40.0
5911,2015,6.1,1.0,32.0,170.0,,PHILIPPINES,170.0
5914,2015,5.1,3.0,17.0,60.0,1.0,PAKISTAN,60.0
5916,2015,7.0,1.0,48.0,170.0,,INDONESIA,170.0
5918,2015,5.8,3.0,11.0,10.0,30.0,RWANDA,10.0
5920,2015,8.3,7.0,22.0,160.0,14.0,CHILE,160.0
5922,2015,5.8,2.0,33.0,160.0,30.0,ARGENTINA,160.0
5923,2015,7.5,399.0,231.0,40.0,1770.0,AFGHANISTAN,40.0
5925,2015,5.3,1.0,14.0,160.0,,VENEZUELA,160.0
5928,2015,6.5,2.0,11.0,130.0,4.0,GREECE,130.0
5931,2015,5.1,1.0,5.0,160.0,3.0,VENEZUELA,160.0
5934,2015,7.2,2.0,22.0,40.0,,TAJIKISTAN,40.0
5935,2015,6.6,2.0,85.0,150.0,,MEXICO,150.0
5936,2015,6.3,4.0,206.0,40.0,97.0,AFGHANISTAN,40.0
5937,2016,6.7,13.0,55.0,60.0,100.0,INDIA,60.0
5938,2016,5.6,1.0,4.0,170.0,22.0,INDONESIA,170.0
5940,2016,6.3,1.0,12.0,15.0,26.0,MOROCCO,15.0
5941,2016,6.4,117.0,10.0,30.0,525.0,TAIWAN,30.0
5943,2016,6.6,6.0,212.0,40.0,5.0,AFGHANISTAN,40.0
5944,2016,6.9,2.0,136.0,60.0,170.0,MYANMAR (BURMA),60.0
5945,2016,7.0,50.0,10.0,30.0,1500.0,JAPAN,30.0
5946,2016,7.8,663.0,17.0,160.0,6274.0,ECUADOR,160.0
5949,2016,6.9,1.0,30.0,160.0,162.0,ECUADOR,160.0
5951,2016,6.6,1.0,50.0,60.0,30.0,INDONESIA,60.0
5958,2016,5.5,9.0,8.0,160.0,68.0,PERU,160.0
5961,2016,6.2,299.0,4.0,130.0,368.0,ITALY,130.0
5962,2016,6.8,4.0,82.0,60.0,20.0,MYANMAR (BURMA),60.0
5964,2016,5.9,23.0,40.0,10.0,252.0,TANZANIA,10.0
5966,2016,5.4,1.0,13.0,30.0,14.0,SOUTH KOREA,30.0
5967,2016,4.8,8.0,10.0,10.0,,RWANDA,10.0
5968,2016,5.5,1.0,8.0,100.0,5.0,NICARAGUA,100.0
5969,2016,5.4,1.0,10.0,60.0,,PAKISTAN,60.0
5971,2016,6.1,1.0,10.0,130.0,,ITALY,130.0
5972,2016,6.6,2.0,9.0,130.0,20.0,ITALY,130.0
5974,2016,7.8,2.0,15.0,170.0,,NEW ZEALAND,170.0
5977,2016,6.6,1.0,17.0,40.0,,CHINA,40.0
5978,2016,5.4,1.0,10.0,40.0,1.0,NEPAL,40.0
5979,2016,4.2,8.0,5.0,120.0,9.0,POLAND,120.0
5981,2016,6.2,1.0,10.0,160.0,17.0,PERU,160.0
5982,2016,6.5,104.0,13.0,60.0,857.0,INDONESIA,60.0
5983,2016,6.0,1.0,18.0,40.0,,CHINA,40.0
5984,2016,7.8,1.0,40.0,170.0,,SOLOMON ISLANDS,170.0
5987,2016,5.4,3.0,6.0,160.0,47.0,ECUADOR,160.0
5989,2017,5.7,3.0,32.0,60.0,,INDIA,60.0
5991,2017,5.0,4.0,10.0,140.0,4.0,IRAN,140.0
5992,2017,5.5,2.0,7.0,60.0,,MADAGASCAR,60.0
5993,2017,5.7,34.0,9.0,130.0,11.0,ITALY,130.0
5994,2017,7.9,3.0,135.0,170.0,,PAPUA NEW GUINEA,170.0
5998,2017,6.5,8.0,15.0,170.0,202.0,PHILIPPINES,170.0
6000,2017,5.7,1.0,11.0,170.0,45.0,PHILIPPINES,170.0
6001,2017,5.1,2.0,10.0,60.0,36.0,MYANMAR (BURMA),60.0
6004,2017,6.1,2.0,13.0,140.0,11.0,IRAN,140.0
6006,2017,4.8,1.0,10.0,100.0,3.0,EL SALVADOR,100.0
6011,2017,5.4,8.0,8.0,40.0,23.0,CHINA,40.0
6013,2017,5.6,3.0,8.0,140.0,400.0,IRAN,140.0
6014,2017,4.4,1.0,10.0,10.0,18.0,TANZANIA,10.0
6017,2017,6.3,1.0,12.0,130.0,15.0,GREECE,130.0
6018,2017,6.9,5.0,93.0,100.0,30.0,GUATEMALA,100.0
6019,2017,3.2,1.0,,60.0,1.0,NEPAL,60.0
6022,2017,6.5,4.0,11.0,170.0,448.0,PHILIPPINES,170.0
6024,2017,6.4,1.0,44.0,160.0,1.0,PERU,160.0
6025,2017,6.6,2.0,7.0,140.0,500.0,TURKEY,140.0
6026,2017,5.4,1.0,99.0,160.0,,CHILE,160.0
6027,2017,6.5,25.0,9.0,30.0,525.0,CHINA,30.0
6029,2017,5.6,1.0,41.0,160.0,,PERU,160.0
6030,2017,5.8,1.0,32.0,160.0,2.0,PERU,160.0
6031,2017,4.2,2.0,3.0,130.0,42.0,ITALY,130.0
6032,2017,5.0,2.0,17.0,170.0,,PHILIPPINES,170.0
6033,2017,8.2,98.0,46.0,150.0,251.0,MEXICO,150.0
6034,2017,7.1,369.0,39.0,150.0,6000.0,MEXICO,150.0
6035,2017,6.1,5.0,10.0,150.0,7.0,MEXICO,150.0
6038,2017,6.1,1.0,6.0,170.0,,INDONESIA,170.0
6040,2017,7.3,630.0,19.0,140.0,12900.0,IRAN,140.0
6041,2017,6.5,2.0,19.0,100.0,,COSTA RICA,100.0
6044,2017,5.8,1.0,8.0,170.0,,INDONESIA,170.0
6050,2017,6.5,4.0,92.0,60.0,36.0,INDONESIA,60.0
6051,2017,4.9,2.0,10.0,140.0,115.0,IRAN,140.0
6052,2017,4.0,1.0,10.0,140.0,57.0,IRAN,140.0
6058,2018,7.1,2.0,36.0,160.0,139.0,PERU,160.0
6059,2018,6.0,1.0,44.0,60.0,11.0,INDONESIA,60.0
6061,2018,6.1,2.0,191.0,40.0,15.0,AFGHANISTAN,40.0
6062,2018,5.2,1.0,19.0,60.0,,ECUADOR,60.0
6063,2018,6.4,17.0,11.0,30.0,291.0,TAIWAN,30.0
6064,2018,7.2,13.0,25.0,150.0,,MEXICO,150.0
6065,2018,7.5,145.0,23.0,170.0,300.0,PAPUA NEW GUINEA,170.0
6066,2018,6.1,1.0,16.0,170.0,,PAPUA NEW GUINEA,170.0
6067,2018,6.0,11.0,10.0,170.0,,PAPUA NEW GUINEA,170.0
6068,2018,6.7,25.0,10.0,170.0,,PAPUA NEW GUINEA,170.0
6071,2018,6.3,4.0,10.0,170.0,,PAPUA NEW GUINEA,170.0
6074,2018,4.4,3.0,4.0,60.0,21.0,INDONESIA,60.0
6077,2018,2.1,7.0,,10.0,6.0,SOUTH AFRICA,10.0
6079,2018,4.1,5.0,10.0,120.0,2.0,POLAND,120.0
6084,2018,5.3,1.0,24.0,40.0,31.0,AZERBAIJAN,40.0
6085,2018,4.9,2.0,10.0,160.0,,COLOMBIA,160.0
6086,2018,5.5,5.0,11.0,30.0,380.0,JAPAN,30.0
6087,2018,5.2,1.0,10.0,60.0,2.0,INDONESIA,60.0
6089,2018,6.4,17.0,6.0,60.0,355.0,INDONESIA,60.0
6090,2018,6.9,560.0,31.0,60.0,7733.0,INDONESIA,60.0
6091,2018,5.9,2.0,10.0,60.0,24.0,INDONESIA,60.0
6094,2018,6.3,2.0,8.0,60.0,1.0,INDONESIA,60.0
6095,2018,6.9,10.0,26.0,60.0,24.0,INDONESIA,60.0
6096,2018,7.3,5.0,154.0,90.0,,VENEZUELA,90.0
6097,2018,6.0,2.0,10.0,140.0,267.0,IRAN,140.0
6099,2018,6.6,44.0,33.0,30.0,660.0,JAPAN,30.0
6101,2018,5.5,1.0,10.0,140.0,2.0,IRAN,140.0
6103,2018,5.3,1.0,10.0,60.0,,INDIA,60.0
6104,2018,7.5,4340.0,10.0,170.0,10679.0,INDONESIA,170.0
6105,2018,5.9,18.0,12.0,90.0,580.0,HAITI,90.0
6106,2018,6.0,4.0,9.0,60.0,36.0,INDONESIA,60.0
6109,2018,5.6,7.0,9.0,170.0,,INDONESIA,170.0
6110,2018,6.3,1.0,10.0,140.0,759.0,IRAN,140.0
6120,2019,3.8,1.0,2.0,120.0,6.0,POLAND,120.0
6121,2019,6.7,2.0,53.0,160.0,,CHILE,160.0
6122,2019,3.4,1.0,10.0,120.0,8.0,POLAND,120.0
6123,2019,5.6,1.0,10.0,160.0,,COLOMBIA,160.0
6124,2019,3.6,1.0,5.0,60.0,,INDIA,60.0
6127,2019,7.5,1.0,132.0,160.0,9.0,ECUADOR,160.0
6128,2019,4.9,2.0,10.0,30.0,12.0,CHINA,30.0
6130,2019,7.0,1.0,257.0,160.0,1.0,PERU,160.0
6131,2019,5.5,6.0,24.0,60.0,,INDONESIA,60.0
6132,2019,5.5,1.0,22.0,10.0,,TANZANIA,10.0
6133,2019,6.8,1.0,18.0,60.0,,INDONESIA,60.0
6134,2019,6.1,1.0,20.0,30.0,16.0,TAIWAN,30.0
6135,2019,6.1,18.0,20.0,170.0,183.0,PHILIPPINES,170.0
6140,2019,8.0,2.0,110.0,160.0,30.0,PERU,160.0
6141,2019,6.6,1.0,58.0,100.0,1.0,EL SALVADOR,100.0
6145,2019,5.8,13.0,10.0,30.0,200.0,CHINA,30.0
6147,2019,3.1,3.0,,120.0,6.0,POLAND,120.0
6148,2019,6.4,1.0,11.0,150.0,,USA,150.0
6150,2019,5.7,1.0,10.0,140.0,128.0,IRAN,140.0
6151,2019,5.6,1.0,24.0,170.0,3.0,PHILIPPINES,170.0
6153,2019,7.3,8.0,10.0,170.0,134.0,INDONESIA,170.0
6155,2019,3.8,1.0,10.0,60.0,,INDIA,60.0
6156,2019,6.0,9.0,10.0,170.0,64.0,PHILIPPINES,170.0
6157,2019,6.9,6.0,53.0,60.0,3.0,INDONESIA,60.0
6158,2019,5.9,1.0,10.0,30.0,,TAIWAN,30.0
6160,2019,5.1,1.0,10.0,30.0,63.0,CHINA,30.0
6162,2019,5.6,39.0,10.0,60.0,746.0,PAKISTAN,60.0
6163,2019,6.5,31.0,18.0,170.0,179.0,INDONESIA,170.0
6164,2019,5.7,1.0,10.0,140.0,34.0,TURKEY,140.0
6165,2019,6.1,1.0,129.0,160.0,,CHILE,160.0
6166,2019,6.8,1.0,11.0,160.0,,CHILE,160.0
