I_D,FLAG_TSUNAMI,YEAR,MAGNITUDE,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS
3055,No,1916,7.2,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC:  SANTO DOMINIGO,18.5,-68,90,
3056,Yes,1916,7,PANAMA,"PANAMA:  ALMIRANTE, BOCAS DEL TORO",9.6,-82,90,
3057,No,1916,7.5,ARGENTINA,ARGENTINA,-28.5,-63,160,
9990,Yes,1916,5.1,ITALY,ITALY:  STROMBOLI ISLAND,38.817,15.233,130,
3058,No,1916,7.5,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  N COAST,-4,144.5,170,
3059,No,1916,7.5,BOLIVIA,BOLIVIA-NORTHERN CHILE,-21,-68,160,
3060,No,1916,7.7,NEPAL,NEPAL; TIBET (XIZANG PROVINCE),30,81,60,
3062,No,1916,6.5,TAIWAN,TAIWAN,23.7,120.9,30,180
3064,No,1916,7.3,INDONESIA,INDONESIA:  JAVA,-9,113,60,
3065,No,1916,4.9,SLOVENIA,BALKANS NW:  SLOVENIA:  GORNJI GRAD,46.3,14.6,130,
3066,No,1916,7.7,RUSSIA,RUSSIA:  KURIL ISLANDS,46.5,160,50,
7996,No,1916,6,TAIWAN,TAIWAN,24,121,30,1
3069,No,1917,6.3,TAIWAN,TAIWAN:  PULI,23.9,120.9,30,54
3072,Yes,1917,6.6,INDONESIA,INDONESIA:  BALI,-7,116,60,1500
3073,No,1917,6.3,CHINA,CHINA:  ANHUI PROVINCE:,31.3,116.2,30,
6267,Yes,1917,6.5,CHINA,CHINA:  FUJIAN PROVINCE: OFF COAST,24.47,118.08,30,
3074,No,1917,5.6,SLOVENIA,BALKANS NW:  SLOVENIA:  BREZICE,45.9,15.6,130,
3076,Yes,1917,7.8,RUSSIA,RUSSIA:  KAMCHATKA,56.5,163,50,
3078,Yes,1917,6.4,PHILIPPINES,"PHILIPPINES:  S MINDANAO:  GLAN,GLAN PADIDU,TUYAN",6,125,170,7
3080,No,1917,5.5,ITALY,ITALY:  CITERNA,43.5,12.1,130,
3081,Yes,1917,8,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-29.2,-177,170,
6268,Yes,1917,5.8,TAIWAN,TAIWAN,23.2,121.6,30,
3083,No,1917,7.9,USA,ALASKA:  ALASKA PENINSULA,54.79,-169.12,150,
6877,No,1917,6.7,EL SALVADOR,EL SALVADOR:  SAN SALVADOR,13.82,-89.31,100,
3087,Yes,1917,8.3,SAMOA,SAMOA ISLANDS,-15.5,-173,170,
3088,No,1917,7.7,TAIWAN,TAIWAN:  NE OF TAIWAN,25,123,30,
3089,Yes,1917,7.5,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-3.705,141.729,170,
3090,No,1917,6.8,CHINA,CHINA:  YUNNAN PROVINCE,28,104,30,1800
3091,No,1917,7.5,CHINA,CHINA:  JILIN PROVINCE,42.5,131,30,
3094,No,1917,7.8,INDONESIA,INDONESIA:  BANDA SEA,-7.5,128,170,
3095,No,1917,7.3,COLOMBIA,"COLOMBIA:  BOGOTA, UBAQUE, SOACHA, CAQUEZA",4,-74,160,6
3099,Yes,1917,7.5,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS:  S OF,-29,-177.5,170,
3101,No,1917,6,GUATEMALA,GUATEMALA:  GUATEMALA CITY,14.6,-90.6,100,2650
3102,No,1917,7.7,MEXICO,MEXICO:  NEAR OAXACA COAST,15,-97,150,
3106,No,1918,7.7,RUSSIA,RUSSIA:  E COAST OF,45.4,136.5,50,
3109,No,1918,7.5,PHILIPPINES,PHILIPPINES:  MINDANAO,6.5,126.5,170,
3110,Yes,1918,7.3,CHINA,CHINA:  GUANGDONG PROVINCE,23.5,117.2,30,2000
3111,No,1918,6.8,USA,CALIFORNIA,33.7,-117,150,
3112,Yes,1918,7.9,CHILE,CHILE:  NORTHERN,-28.5,-71.5,160,
3114,No,1918,7.5,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  N COAST,-3.5,142.5,170,
3115,No,1918,7.6,BANGLADESH,BANGLADESH:  SRIMANGAL,24.5,91,60,
8101,Yes,1918,5.5,CHINA,CHINA:  YUNNAN PROVINCE,26.9,103,30,
3116,Yes,1918,8.3,PHILIPPINES,PHILIPPINES:  MINDANAO:  COTABATO,5.5,123,170,46
3118,Yes,1918,8.3,RUSSIA,RUSSIA:  KURIL ISLANDS,45.5,151.5,50,
3124,Yes,1918,7.1,USA TERRITORY,PUERTO RICO:  MONA PASSAGE,18.7,-67.189,90,
3125,Yes,1918,7.8,RUSSIA,RUSSIA:  KURIL ISLANDS,44.5,151.5,50,
3128,No,1918,8.1,INDONESIA,INDONESIA:  BANDA SEA,-7,129,170,
3129,Yes,1918,7.8,CHILE,CHILE:  COPIAPO,-26,-71,160,
6580,Yes,1919,7.4,PHILIPPINES,PHILIPPINES:  MINDANAO ISLAND,8,126,170,
3133,Yes,1919,8.3,FIJI,FIJI ISLANDS,-19.5,-176.5,170,
6884,No,1919,5.9,EL SALVADOR,EL SALVADOR:  SAN SALVADOR,13.69,-89.19,100,
3136,Yes,1919,8.1,TONGA,TONGA ISLANDS,-18.352,-172.515,170,
3137,No,1919,7.6,JAPAN,JAPAN:  OFF EAST COAST HONSHU,40.5,145.5,30,
3140,Yes,1919,8.2,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  SOLOMON ISLANDS,-4.806,153.859,170,
3143,No,1919,6.2,ITALY,ITALY:  N,44,11.5,130,
9939,Yes,1919,6.6,NICARAGUA,NICARAGUA:  GULF OF FONSECA,12.33,-88.291,100,
3144,No,1919,6.9,FIJI,"FIJI ISLANDS:  RABI,TUNULOA MISSION,SUVASAVU",-16.5,180,170,
7786,Yes,1919,5.6,ITALY,ITALY:  TYRRHENIAN SEA,41.4,12.6,130,
3148,No,1920,7.8,MEXICO,"MEXICO:  VERACRUZ: COZAUTLAN, PUEBLA: PATLANALA",19.26,-96.97,150,648
3150,Yes,1920,7.7,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN,-6.5,150,170,
3151,No,1920,6.2,GEORGIA,"GEORGIA:  CAUCASUS:  GORI, TIFLIS",42,44.1,40,
3154,No,1920,8,TAIWAN,TAIWAN,23.5,122.7,30,5
6273,Yes,1920,7,CHILE,CHILE:  OFF COAST CENTRAL,-38,-73.5,160,
3159,No,1920,5.8,ITALY,"ITALY:  CARRARA,GARFAGNANA",44.3,10.3,130,1400
3162,Yes,1920,7.8,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-19.919,168.53,170,
3163,No,1920,6.2,ALBANIA,"ALBANIA:  TEPELENE, DRAGOTI, PESHTANI, MARICAJ",40.2,20,130,200
3165,Yes,1920,8.3,CHINA,"CHINA:  GANSU PROVINCE, SHANXI PROVINCE",36.601,105.317,30,200000
3167,No,1920,6,ARGENTINA,ARGENTINA:  MENDOZA,-32.7,-68.4,160,400
3168,Yes,1920,5.6,ALBANIA,"ALBANIA:  ELBASAN, PEQIN",40.5,19.5,130,
3170,No,1921,7.5,GUATEMALA,GUATEMALA,15,-91,100,
3172,No,1921,7.7,MEXICO,MEXICO:  NEAR COAST OF JALISCO,19.7,-104.3,150,
3173,Yes,1921,6.2,INDONESIA,"INDONESIA:  SANGKULIRANG,RENDING,KARIORANG,SEKURAN",0.7,117.9,170,
3174,No,1921,5.9,ETHIOPIA,ETHIOPIA:  MESEWA (MASSAUA),15.6,39.6,10,
3175,Yes,1921,7.5,INDONESIA,INDONESIA:  S OF JAVA,-11,111,60,
3176,No,1921,4.8,CENTRAL AFRICAN REPUBLIC,CENTRAL AFRICAN REPUBLIC:  NOLA,3.8,16.3,10,
10469,No,1921,5.2,USA,UTAH:  ELSINORE,38.7,-112.1,150,
3180,Yes,1921,7.5,PHILIPPINES,PHILIPPINES:  MINDANAO:  E,8,127,170,
3181,No,1921,7.8,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH,36.5,70.5,40,
3184,No,1921,7.6,PERU,PERU,-2.5,-71,160,
6582,Yes,1922,7.2,PERU,PERU,-16.5,-73,160,
3186,No,1922,7.6,COLOMBIA,"COLOMBIA:  CAQUETA, PUTUMAYO",2.5,-71,160,
3187,No,1922,7.6,PERU,PERU,-2.5,-71,160,
7461,Yes,1922,6.9,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-7.111,143.53,170,
3189,No,1922,7.6,USA,CALIFORNIA:  NORTHERN,41,-125.5,150,
3190,No,1922,6.4,NICARAGUA,NICARAGUA,11.7,-70.85,100,
3191,Yes,1922,6.3,PHILIPPINES,"PHILIPPINES:  CEBU ISLAND, MACTAN ISLAND",10.2,124.1,170,5
3192,Yes,1922,6,PHILIPPINES,"PHILIPPINES:  SIATON,ZAMBOANGUITA",9,123.25,170,
3194,No,1922,6,SERBIA,BALKANS NW:  SERBIA,44.4,20.4,130,
3196,No,1922,5.1,ALGERIA,"ALGERIA: BORDJ ABOU EL HASEN, DAHRA",36.3,1.3,15,
3198,Yes,1922,7.6,TAIWAN,TAIWAN,24.5,122,30,5
3200,No,1922,7.4,PERU,PERU:  CARAVELI,-16,-72.5,160,
3201,No,1922,7.5,RUSSIA,RUSSIA:  KURIL ISLANDS,47,151.8,50,
3202,Yes,1922,8.7,CHILE,CHILE:  ATACAMA,-28.553,-70.755,160,500
3205,No,1922,7.5,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH,36.5,70.5,40,
6279,Yes,1922,6.3,NEW ZEALAND,SE. NEW ZEALAND,-43,173,170,
6280,Yes,1923,7.2,USA,CALIFORNIA:  NORTHERN,40.8,-124.5,150,
3212,Yes,1923,8.3,RUSSIA,RUSSIA:  KAMCHATKA,54,161,50,
3213,No,1923,5.5,IRAN,IRAN:  BODZHNURD,37.6,57.3,140,
10435,Yes,1923,6.1,VIETNAM,VIETNAM: THUAN HAI PROVINCE,10.1,109,30,
3214,No,1923,6.8,ECUADOR,ECUADOR,-0.4,-78.3,160,
3215,No,1923,7.7,RUSSIA,RUSSIA:  KAMCHATKA PENINSULA,55,162.4,50,
6281,Yes,1923,7.2,PHILIPPINES,PHILIPPINES:  MINDANAO ISLAND,6.5,124,170,
3218,No,1923,7.3,CHINA,CHINA:  SICHUAN PROVINCE,31.5,101,30,4800
3219,Yes,1923,7.2,RUSSIA,RUSSIA:  NEAR KAMCHATKA,56.5,162.5,50,
6283,Yes,1923,7,CHILE,CHILE:  VALLENAR,-28.75,-71.75,160,
3223,No,1923,5.7,IRAN,IRAN:  TURBAT-HAKLARI,35.2,59.2,140,2200
6285,Yes,1923,5.5,PHILIPPINES,"PHILIPPINES:  BUTUAN, CAMIGUIN ISLAND",9.3,125,170,
3227,Yes,1923,7.9,JAPAN,"JAPAN:  TOKYO, YOKOHAMA",35.1,139.5,30,142807
3229,Yes,1923,7.7,JAPAN,JAPAN:  NEAR S COAST HONSHU,34.9,140.2,30,
10465,No,1923,6.9,BANGLADESH,BANGLADESH:  MYMENSINGH,24.969,90.752,60,50
3232,No,1923,6.4,IRAN,IRAN:  QALEH JAQ KMEN:  BODZHNURD,37.2,57.7,140,157
3233,No,1923,6.9,IRAN,IRAN:  SIRJAN,29.2,56.9,140,290
3235,No,1923,7.5,INDONESIA,INDONESIA:  DJAILOLO GILOLO,-1.75,128.75,170,
6286,Yes,1923,7.1,PAPUA NEW GUINEA,PAPUA NEW GUINEA:   BISMARCK ARCHIPELAGO,-4.653,154.232,170,
6287,Yes,1923,7.1,PAPUA NEW GUINEA,PAPUA NEW GUINEA:   BISMARCK ARCHIPELAGO,-4.539,153.107,170,
3239,No,1923,5.3,COLOMBIA,COLOMBIA:  IPIALES,1,-77.5,160,300
3244,No,1924,6.9,ECUADOR,ECUADOR,-1.6,-78.6,160,40
6288,Yes,1924,6.8,RUSSIA,RUSSIA:  SAKHALIN ISLAND,49.179,142.436,50,
3245,No,1924,5.6,ALGERIA,ALGERIA:  BATNA,35.1,5.2,15,
6290,Yes,1924,8.3,PHILIPPINES,"PHILIPPINES: E MINDANAO: MATI,SURIGA",6.5,126.5,170,
6291,Yes,1924,6.5,PHILIPPINES,PHILIPPINES:  AGNO,16,118,170,
9072,No,1924,5.3,TURKEY,TURKEY:  ERZURUM,39.7,42.8,140,50
3247,Yes,1924,7.8,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND,-56,157.5,170,
3248,No,1924,7.6,RUSSIA,RUSSIA:  KURIL ISLANDS,44.737,147.416,50,
7997,No,1924,7.3,CHINA,CHINA: XINJIANG,36.8,83.8,40,100
3249,No,1924,7.5,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND:  NORTH OF,-49.5,159,170,
3250,Yes,1924,7.3,PHILIPPINES,"PHILIPPINES:  MINDANAO:  SURIGAO,BUTUAN",8.5,126.5,170,
3252,No,1924,6.8,TURKEY,TURKEY:  ERZURUM,40,42,140,60
3257,No,1925,5.8,TURKEY,TURKEY:  ARDAHAN,41.2,42.8,140,200
6295,Yes,1925,6.8,USA,ALASKA:  GULF OF ALASKA,60,-146,150,
3261,No,1925,7,CHINA,CHINA:  YUNNAN PROVINCE:  TALIFU,25.7,100.4,30,5000
3263,No,1925,7.6,VANUATU,VANUATU ISLANDS,-18.5,168.5,170,
6583,Yes,1925,6.8,PHILIPPINES,"W. LUZON ISLAND, PHILIPPINES",9.3,122.7,170,17
6543,Yes,1925,7.1,CHILE,CHILE:  NORTHERN,-26,-71.5,160,
3267,No,1925,6.8,JAPAN,JAPAN:  HONSHU:  TAJIMA,35.75,134.75,30,395
3268,Yes,1925,6.3,PHILIPPINES,PHILIPPINES:  LUZON:  W,12.2,122.1,170,
9672,No,1925,6.7,USA,MONTANA:  CLARKSTON VALLEY,46.4,-111.24,150,
3270,No,1925,6.8,USA,CALIFORNIA:  SANTA BARBARA,34.418,-120.196,150,13
3274,No,1925,5.9,TURKEY,TURKEY:  DINAR,38,30.5,140,3
3275,No,1925,6.7,NICARAGUA,NICARAGUA:  MANAGUA,12.2,-85.2,100,
3277,No,1925,7.5,ATLANTIC OCEAN,NORTH ATLANTIC RIDGE,11,-42,70,
3278,No,1925,5.8,CHINA,CHINA:  YUNNAN PROVINCE,27,100,30,12
3279,Yes,1925,7.3,PHILIPPINES,"PHILIPPINES:  SAMAR I,  LAOANG I, BATAG I",13,125,170,
6317,Yes,1925,7,MEXICO,S. MEXICO,18.5,-107,150,
3281,No,1925,5.5,IRAN,IRAN:  BAJESTAN,34.6,58.1,140,500
3282,No,1925,5.5,IRAN,"IRAN:  AHRAM,DOMRUBAH,MAHMUDABADI,AB GARM",28.5,51.2,140,2
10416,Yes,1926,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS:  GUADALCANAL,-10.061,159.215,170,
3284,No,1926,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS,-10,161,170,
3288,No,1926,7.9,GREECE,GREECE:  RHODES ISLAND; LOWER EGYPT,36.5,27.5,130,
3290,Yes,1926,5.8,INDONESIA,INDONESIA:  SUMATERA,-0.7,100.6,60,
3292,No,1926,7.5,JAPAN,JAPAN:  RYUKYU ISLANDS,27,127,30,
3293,Yes,1926,5.3,ITALY,ITALY:  SALINA ISLAND,38.567,14.833,130,
7864,Yes,1926,5.8,AZORES (PORTUGAL),AZORES:  FAYAL ISLAND,37.973,-28.59,130,9
6300,Yes,1926,6.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.674,159.519,170,
3294,No,1926,7.9,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND:  NORTH OF,-49,161,170,
3296,No,1926,5.7,TURKEY,TURKEY; ARMENIA,40.7,43.7,140,360
3297,No,1926,7.9,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-3.5,138.5,170,
3298,No,1926,7,NICARAGUA,"NICARAGUA:  MANAGUA,GRANADA,MASAYA,CHINANDEGA",12.3,-85.8,100,
3299,No,1926,5.5,CHINA,CHINA:  YUNNAN PROVINCE,25.6,100.3,30,
6318,Yes,1926,6,CHILE,CHILE:  VALLENAR,-28,-71,160,
3301,No,1926,5.8,ALBANIA,ALBANIA:  DURRES,41,19.5,130,
3305,Yes,1927,5.8,USA,"CALIFORNIA, MEXICO",32.5,-115.5,150,
3306,Yes,1927,7.3,JAPAN,JAPAN:  HONSHU:  SW,35.6,135.1,30,3022
3310,No,1927,6,CHINA,CHINA:  YUNNAN PROVINCE:  XUNDIAN,26,103,30,
3311,No,1927,5,CHINA,CHINA:  YUNNAN PROVINCE:  XINPING,24.1,102,30,7
3313,No,1927,5.9,SERBIA,BALKANS NW:  SERBIA,44.1,20.5,130,
3315,No,1927,7.6,CHINA,CHINA:  GANSU PROVINCE,36.75,102,30,40912
6508,Yes,1927,6,UKRAINE,UKRAINE:  CRIMEA:  SEBASTOPOL,44.4,34.4,110,
3321,No,1927,7.3,GREECE,GREECE:  OETYLOS (LACONIA),36.75,22.75,130,
3325,No,1927,6.3,ISRAEL,ISRAEL; JORDAN: DAMIYA,32,35.5,140,268
6301,Yes,1927,6.9,JAPAN,"SANRIKU, JAPAN",37.9,142,30,
6584,Yes,1927,6.9,JAPAN,"KASHIMA, JAPAN",34.2,142,30,
3329,No,1927,6.8,TAIWAN,TAIWAN,23,120.5,30,30
3330,Yes,1927,6.8,UKRAINE,UKRAINE:  CRIMEA:  SEBASTOPOL,44.4,34.5,110,11
6509,No,1927,5.7,UKRAINE,UKRAINE:  CRIMEA:  SEBASTOPOL,44.4,34.3,110,
7442,Yes,1927,7.1,USA,ALASKA:  SE ALASKA,57.69,-136.07,150,
3335,Yes,1927,7.3,USA,CALIFORNIA:  S:  OFF COAST,34.813,-120.774,150,
6302,Yes,1927,7.1,CHILE,CHILE:  SOUTHERN,-44.6,-73,160,
3338,No,1927,5.5,CHINA,CHINA:  YUNNAN PROVINCE:  FUMIN,25.2,102.5,30,
3339,Yes,1927,6.3,INDONESIA,INDONESIA:  SULAWESI:  DONGGALA,-0.7,119.7,170,
6303,Yes,1927,7.5,RUSSIA,RUSSIA:  KAMCHATKA,55.663,160.039,50,
6304,Yes,1928,5.8,CANADA,BRITISH COLUMBIA,49,-125,150,
3342,No,1928,7.7,MEXICO,"MEXICO:  OAXACA,COLIMA,PUEBLA,GUERRERO,MORELOS",17.8,-97.6,150,
3343,No,1928,6,ITALY,"ITALY:  SICILY,CALABRIA",38.8,16,130,
3345,No,1928,5,IRAN,IRAN:  NEHBANDAN,31.6,60,140,4
3346,No,1928,8.1,INDIAN OCEAN,INDIAN OCEAN:  S,-2.5,88.5,60,
3347,No,1928,7.5,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-22,170.5,170,
3348,Yes,1928,7.7,MEXICO,MEXICO:  OAXACA,15.67,-96.1,150,
3351,No,1928,5.8,ITALY,ITALY:  TOLMEZZO,46.4,13,120,
3353,Yes,1928,6.5,TURKEY,"TURKEY:  TEPEKOY, TORBALI",38.1,27.4,140,170
3357,Yes,1928,6.9,PERU,PERU,-13,-69.5,160,
3358,No,1928,6.8,BULGARIA,BULGARIA:  CHIRPAN,42.2,25.3,110,127
3361,No,1928,7.8,MEXICO,MEXICO:  OAXACA,17.75,-97.1,150,
3363,No,1928,7,BULGARIA,BULGARIA:  POPOVITSA,42.1,25,110,
3366,Yes,1928,6,GREECE,GREECE:  CORINTH (CORINTHIA),38,23,130,20
7776,Yes,1928,5,GREECE,GREECE:  AEGEAN SEA,38,23.5,130,
8217,Yes,1928,5.2,GREECE,GREECE,38,23,130,
6077,Yes,1928,6.8,PERU,PERU:  ESQUILAYA,-13,-69.5,160,
6078,Yes,1928,4.3,TURKEY,TURKEY:  WESTERN,40.8,26.8,140,
3367,No,1928,7.3,PERU,"PERU:  CHACAHPOYAS,HUANCABAMBA,CAJAMARCA,PINPINCOS",-5,-78,160,29
3368,Yes,1928,7,PHILIPPINES,PHILIPPINES:  SW MINDORO,12.4,120.9,170,
3371,Yes,1928,7.7,MEXICO,MEXICO:  OAXACA,16.028,-97.036,150,4
6080,Yes,1928,7,PERU,PERU,-5.5,-79,160,
7998,No,1928,5.8,CHINA,CHINA: SICHUAN PROVINCE,31.5,120.5,30,6
3373,No,1928,5.4,IRAN,IRAN:  SHIRVAN,37.3,57.9,140,10
3376,No,1928,7.6,MEXICO,MEXICO:  OAXACA,16,-97,150,
6081,Yes,1928,7.1,CHILE,CHILE:  NORTHERN,-22.5,-70.5,160,
3378,Yes,1928,7.6,CHILE,"CHILE:  TALCA, CHILLAN, SANTIAGO, SAN FERNANDO",-35,-72,160,279
3380,Yes,1928,7.3,PHILIPPINES,"PHILIPPINES:  COTABATO,N COAST OF ILLANA BAY",7,124,170,93
3381,No,1929,7.7,RUSSIA,RUSSIA:  KURIL ISLANDS,49.8,154.8,50,
7999,No,1929,6,CHINA,CHINA:  NEI MONGOL,40.7,111.6,30,2
3385,Yes,1929,6.9,VENEZUELA,VENEZUELA: CUMANA,10.5,-64.2,90,50
3386,No,1929,5.5,MYANMAR (BURMA),MYANMAR (BURMA):  HTAWGAW,25.5,98,60,
3387,No,1929,7.1,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH,36.5,70.5,40,
3389,Yes,1929,7.8,USA,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,51,-170,150,
3390,No,1929,7.4,IRAN,IRAN:  KOPET-DAGH,37.8,57.6,140,3800
3393,No,1929,6.5,TURKEY,TURKEY:  SUSEHRI,40.2,37.9,140,64
6082,Yes,1929,6.8,JAPAN,JAPAN:  HIUGANADA,31.7,132.2,30,
6083,Yes,1929,7,CANADA,CANADA: QUEEN CHARLOTTE ISLANDS,51,-131,150,
3395,Yes,1929,7.2,PHILIPPINES,"PHILIPPINES:  MINDANAO:  HINATUAN,EBRO",8.5,127,170,
3396,Yes,1929,7.5,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND,-41.75,172.25,170,17
3398,No,1929,7.8,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,SOUTH SANDWICH ISLANDS,-54,-29.5,70,
3399,No,1929,5.8,IRAN,IRAN:  FARUJ,37.5,58,140,5
3400,No,1929,6.2,IRAN,"IRAN:  MASJED SOLEYMAN,ANDARKAH",32.2,49.7,140,6
3401,No,1929,6.3,ICELAND,ICELAND,63.9,-21.7,120,
3402,No,1929,7.5,CHILE,CHILE,-23,-69,160,
3403,Yes,1929,7.3,CANADA,CANADA:  GRAND BANKS,44.69,-56,150,
3404,No,1929,7.8,USA,ALASKA:  ALEUTIAN ISLANDS:  NEAR ISLANDS,52.5,171.5,150,
8000,Yes,1930,5.5,CHINA,CHINA:  JIANGSU PROVINCE,32.2,119.4,30,
3405,No,1930,5.6,ALBANIA,"ALBANIA: KORCE, POLENA, LAVDAR, MOSKOPOJE, SHIPSKE",40.4,20.5,130,
3406,No,1930,6.7,GREECE,GREECE:  AITANIA-VATHIA (CRETE),35.8,24.8,130,
3409,Yes,1930,7.3,MYANMAR (BURMA),"MYANMAR (BURMA):  PEGU, RANGOON",17.3,96.5,60,500
3412,No,1930,7.5,IRAN,IRAN:  SALMAS,38.1,44.7,140,1360
8001,No,1930,6,CHINA,CHINA:  YUNNAN PROVINCE,26.8,103,30,42
6085,Yes,1930,6,INDONESIA,JAVA-S. JAVA SEA,-5.6,105.3,60,
3414,No,1930,7.1,BANGLADESH,"BANGLADESH:  DHUBRI,ASSAM",25.5,90,60,
3415,No,1930,5.6,SPAIN,SPAIN:  MONTILLA,37.8,-4.5,130,
6086,Yes,1930,6.5,INDONESIA,S. JAVA SEA,-9.3,114.3,60,
3420,No,1930,6.5,ITALY,ITALY:  IRPINIA,41.1,15.4,130,1430
3422,No,1930,5.5,CHINA,CHINA:  SICHUAN PROVINCE,30,100,30,200
6619,Yes,1930,5.2,USA,CALIFORNIA:  SOUTHERN,34.03,-118.643,150,
8002,No,1930,6.5,CHINA,CHINA:  YUNNAN PROVINCE:,25.8,98.4,30,
3423,No,1930,6.3,TAJIKISTAN,TAJIKISTAN:  DUSHANBE (STALINABAD),38.4,68.5,40,175
6088,Yes,1930,6.6,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-4.423,145.46,170,
3424,No,1930,5,IRAN,"IRAN:  AH,MOBARAKABAD,AB ALI,SARPURAK",35.8,52.1,140,1
3426,Yes,1930,5.9,ITALY,ITALY:  SENIGALLIA,43.667,13.267,130,18
3430,No,1930,6,ALBANIA,"ALBANIA:  VLORE, HIMARE, KUC",40.5,19.5,130,35
3431,No,1930,7.1,JAPAN,JAPAN:  HONSHU:  IDU,35,139,30,259
3434,No,1930,5,ALBANIA,"ALBANIA:  VLORE, TEPELENE",40.3,19.6,130,25
3435,No,1930,7.3,MYANMAR (BURMA),MYANMAR (BURMA):  PYU,18.2,96.4,60,36
3437,No,1930,6.3,TAIWAN,TAIWAN:  TAINAN,23.2,120.6,30,4
8003,No,1930,5.5,TAIWAN,TAIWAN:  TAINAN,23.2,120.6,30,
6090,Yes,1930,6.5,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-1.3,144.3,170,
7446,No,1930,6,ARGENTINA,ARGENTINA:  LA POMA,-24.7,-66.3,160,39
6091,Yes,1930,6,CHILE,CHILE:  NORTHERN,-28.5,-71,160,
3440,No,1931,5.3,GREECE,GREECE:  CORINTH-ISTHMIA (CORINTHIA),38,23,130,
3441,No,1931,7.9,MEXICO,MEXICO:  OAXACA,16.1,-96.8,150,
3443,No,1931,7.6,MYANMAR (BURMA),MYANMAR (BURMA):  KACHIN,25.6,96.8,60,
3446,No,1931,5.8,ALBANIA,ALBANIA:  KORCE,40.6,20.8,130,90
3450,Yes,1931,7.7,NEW ZEALAND,NEW ZEALAND:  HAWKE BAY,-39.772,176.025,170,261
6092,Yes,1931,7.1,NEW ZEALAND,NEW ZEALAND:  N,-39.5,177,170,
3454,No,1931,6.9,GREECE,GREECE,41,22.5,130,
3457,Yes,1931,7.7,JAPAN,JAPAN:  NEAR E COAST HONSHU,40.5,142.5,30,
6093,Yes,1931,7.1,CHILE,CHILE:  CENTRAL,-32.5,-72,160,
3458,No,1931,6.9,PHILIPPINES,"PHILIPPINES:  LUZON:  LAOAG,BACARRA,VIGAN,BATAC",18.3,120.2,170,
3460,No,1931,5.6,NICARAGUA,NICARAGUA:  MANAGUA,13.2,-85.7,100,2450
3466,No,1931,6.3,ARMENIA,"ARMENIA:  ZANGEZUR, NAKHITCHEVAN",39.2,46,40,2890
10092,Yes,1931,6,UK,"UK:  SCARBOROUGH, GRIMSBY",54,1.067,70,
7458,Yes,1931,7,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-3.417,142.077,170,
3470,No,1931,8,CHINA,CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  N,47.1,89.8,40,10000
3472,No,1931,7.4,PAKISTAN,"PAKISTAN:  MACH,BALUCHISTAN",29.8,67.3,60,
3475,No,1931,7,JAPAN,JAPAN:  HONSHU,36.1,139.2,30,16
6320,Yes,1931,7.4,INDONESIA,SW. SUMATRA,-5,102.75,60,
3476,Yes,1931,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS:  SAN CRISTOBAL ISLAND,-10.932,161.016,170,
3478,No,1931,7.7,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.968,161.194,170,
3480,Yes,1931,7.5,JAPAN,JAPAN:  KYUSHU,32,131.5,30,1
3483,No,1932,6.8,PERU,PERU,-12,-77.5,160,
3484,Yes,1932,5.4,CUBA,CUBA: SANTIAGO DE CUBA,20,-75.8,90,8
3485,No,1932,6,CHINA,CHINA:  SICHUAN PROVINCE,30.1,101.8,30,200
